CustomerID,churn_prob,revenue_at_risk
12346,0.9999999962127795,77183.59970768869
13135,0.8387382860394991,2596.733733578289
15098,0.8149024344367285,32528.053024193672
18251,0.8045112132002359,3471.240621819322
17553,0.8006137544351156,1190.993021097678
16754,0.7986454836806453,1599.2077165221242
14566,0.7947764645885361,1138.1198972907837
14439,0.7805274627811111,2077.1709050516038
14935,0.7781519585234883,1388.7755818964547
12798,0.7769170130794564,1248.5367166992096
16671,0.7722658791959331,1067.951039022472
17846,0.7703707426116722,1566.2407568037906
15749,0.7657515654761375,34102.20994238395
15171,0.7651260943003818,986.6300986003423
12818,0.7615292152098027,1174.3389721907324
15372,0.7606410001268212,1526.910743654581
17317,0.7606001690772645,1542.4515068785477
14887,0.7576970019539756,1410.8318176383025
12770,0.7564435763657126,1022.2956712794423
18133,0.755965091668956,704.1814828896325
18080,0.7520007789786884,632.8086555105663
16902,0.7496540116092024,1279.5694393355154
16152,0.7495180419566566,1370.8984794604032
12917,0.7493279659977028,445.10081180263546
12752,0.7490125145089149,3270.7728681072394
13328,0.7461854310582198,976.3687128310594
16281,0.7449283424827196,1536.0869378999166
14055,0.744047985010875,539.9109798432914
15341,0.7437558756597354,1502.7736218880086
14567,0.7436779073650079,595.5075211016037
15497,0.7426701225899739,720.8356209858287
16276,0.7421676751743955,601.6011174963651
14603,0.7420927314453993,489.78120275396356
14937,0.7410741501997967,562.8902815257576
13270,0.7405945095892207,436.9507606576402
14411,0.740083851585768,786.7091342356713
15442,0.739064206488667,439.0041386542682
17291,0.7387903244422314,406.9257107027811
17443,0.7380074877271312,394.2731202433426
16377,0.7376460663126834,498.7962700406365
13805,0.7365731436668108,368.46334938788544
15389,0.7364216211336886,368.2108105668443
14459,0.7362857668408856,1353.2343365922006
13075,0.7357635391576434,676.6155082447605
17958,0.7353910584891631,373.91693759939983
17584,0.735251111649188,551.033945625484
15333,0.7350256653929597,756.0179983965826
15802,0.7341705490479581,331.41926925122925
17414,0.7340074712406454,438.9364678019059
18233,0.7336359302531388,322.79980931138107
15222,0.7334343693313586,429.0591060588448
